Bib ID,Tipo,Autor,Año,Título,Revista o editorial,Volumen,Número,Páginas,Ciudad,DOI,URL,ISBN,ISSN,Cobertura geográfica,Temas,Idioma,Estado de verificación,Notas,Cita sugerida
BIB-L-0105,Libro,"Lima, Emirto de",1942,Folclor colombiano,Editorial Piel Roja,,,,Barranquilla,,,,,,,,No verificado externamente,,"Lima, Emirto de. (1942). Folclor colombiano. Editorial Piel Roja."
BIB-L-0106,Libro,"Revollo, Pedro Ma.",1942,Costeñismos colombianos. Apuntamientos sobre el lenguaje costeño de Colombia,Editorial Mejoras,,,,Barranquilla,,,,,,,,No verificado externamente,,"Revollo, Pedro Ma.. (1942). Costeñismos colombianos. Apuntamientos sobre el lenguaje costeño de Colombia. Editorial Mejoras."
BIB-L-0107,Libro,"Rey, José Antonio León",1942,Tierra embrujada : tradiciones y leyendas,"Centro,",,,,Bogotá,,,,,,,,No verificado externamente,,"Rey, José Antonio León. (1942). Tierra embrujada : tradiciones y leyendas. Centro,."
BIB-L-0108,Libro,Varios,1942,El pueblo antioqueño,Universidad de Antioquia,,,,Medellín,,,,,,,,No verificado externamente,,Varios. (1942). El pueblo antioqueño. Universidad de Antioquia.
BIB-L-0109,Libro,"Arias, Juan de Dios",1943,Folclor santandereano (segunda edición),Ministerio de Educación,,,,Bogotá,,,,,,,,No verificado externamente,,"Arias, Juan de Dios. (1943). Folclor santandereano (segunda edición). Ministerio de Educación."
BIB-L-0110,Libro,"Exbrayat, Jaime",1944,Capuniá (Novela Indígena),Editorial Colombia,,,,Buenos Aires,,,,,,,,No verificado externamente,,"Exbrayat, Jaime. (1944). Capuniá (Novela Indígena). Editorial Colombia."
BIB-L-0111,Libro,"López, Juan B.",1944,Salamina: De su historia y sus costumbres,Biblioteca de escritores caldenses. Vol. 4-5,,,,Manizales,,,,,,,,No verificado externamente,,"López, Juan B.. (1944). Salamina: De su historia y sus costumbres. Biblioteca de escritores caldenses. Vol. 4-5."
BIB-L-0112,Libro,"Buenahora, Gonzalo",1945,Anverso de Barranca,Editorial Santafe,,,,Bogotá,,,,,,,,No verificado externamente,,"Buenahora, Gonzalo. (1945). Anverso de Barranca. Editorial Santafe."
BIB-L-0113,Libro,"Fride, Juan.",1945,Leyendas de Nuestro Sen̄or de Sibun doy y el Santo Carlos Tamabioy.,,,,,Bogotá,,,,,,,,No verificado externamente,,"Fride, Juan.. (1945). Leyendas de Nuestro Sen̄or de Sibun doy y el Santo Carlos Tamabioy.."
BIB-L-0114,Libro,"Ochoa Franco, J. V.",1945,Consideraciones generales sobre costumbres y lenguaje palenqueros,Educación Pública de Bolívar,,,,Cartagena de Indias,,,,,,,,No verificado externamente,,"Ochoa Franco, J. V.. (1945). Consideraciones generales sobre costumbres y lenguaje palenqueros. Educación Pública de Bolívar."
BIB-L-0115,Libro,"Ochoa Franco, J. V.",1945,Consideraciones generales sobre costumbres y lenguaje palenqueros.,Educación Pública de Bolívar,,,,Cartagena de Indias,,,,,,,,No verificado externamente,,"Ochoa Franco, J. V.. (1945). Consideraciones generales sobre costumbres y lenguaje palenqueros.. Educación Pública de Bolívar."
BIB-L-0116,Libro,"Urrea, Jesús María",1945,Supersticiones y maleficios. Estudio y colección de algunos que se practican en Antioquia,Vicariato General de Santa Rosa de Osos,,,,Medellín,,,,,,,,No verificado externamente,,"Urrea, Jesús María. (1945). Supersticiones y maleficios. Estudio y colección de algunos que se practican en Antioquia. Vicariato General de Santa Rosa de Osos."
BIB-L-0117,Libro,"Baranquilla, José Agustín de",1946,Así es la Guajira,Empresa Litográfica de Barranquilla,,,,Barranquilla,,,,,,,,No verificado externamente,,"Baranquilla, José Agustín de. (1946). Así es la Guajira. Empresa Litográfica de Barranquilla."
BIB-L-0118,Libro,"Correa, Ramón.",1946,Crónicas y leyendas.,Impr. Oficial,,,,Manizales [Colombia],,,,,,,,No verificado externamente,,"Correa, Ramón.. (1946). Crónicas y leyendas.. Impr. Oficial."
BIB-L-0119,Libro,"Fajardo, Eustorgio Martínez",1946,Cuentos y leyendas de Cartagena,"Tipografía Esfuerzo,",,,,Cartagena de Indias,,,,,,,,No verificado externamente,,"Fajardo, Eustorgio Martínez. (1946). Cuentos y leyendas de Cartagena. Tipografía Esfuerzo,."
BIB-L-0120,Libro,"L., Efraín. Gómez",1946,García Rovira : tradiciones y leyendas,"Editorial A B C.,",,,,Bogotá,,,,,,,,No verificado externamente,,"L., Efraín. Gómez. (1946). García Rovira : tradiciones y leyendas. Editorial A B C.,."
BIB-L-0121,Libro,"Ladewig, H. C.",1946,Refranero de Boyacá,"Imprenta departamental,",,,,Tunja,,,,,,,,No verificado externamente,,"Ladewig, H. C.. (1946). Refranero de Boyacá. Imprenta departamental,."
BIB-L-0122,Libro,"Ortíz, Sergio Elías y Laurencio",1946,Cantares del Departamento de Nariño,Primera serie. Publicaciones del Instituto Juanambú,,,,Pasto,,,,,,,,No verificado externamente,,"Ortíz, Sergio Elías y Laurencio. (1946). Cantares del Departamento de Nariño. Primera serie. Publicaciones del Instituto Juanambú."
BIB-L-0123,Libro,"Pardo, Octavio Quiñones",1946,Refranero de Boyacá,"Imprenta departamental,",,,,Tunja,,,,,,,,No verificado externamente,,"Pardo, Octavio Quiñones. (1946). Refranero de Boyacá. Imprenta departamental,."
BIB-L-0124,Libro,"Rueda Vargas, Tomás",1946,La sabana de Bogotá,ABC,,,,Bogotá,,,,,,,,No verificado externamente,,"Rueda Vargas, Tomás. (1946). La sabana de Bogotá. ABC."
BIB-L-0125,Libro,"Umaña, Camilo. Pardo",1946,"Haciendas de la Sabana, su historia, sus leyendas y tradiciones.",Editorial Kelly,,,,Bogotá,,,,,,,,No verificado externamente,,"Umaña, Camilo. Pardo. (1946). Haciendas de la Sabana, su historia, sus leyendas y tradiciones.. Editorial Kelly."
BIB-L-0126,Libro,"Acuña, Luis Alberto",1947,Refranero colombiano,Editorial Agra,,,,Bogotá,,,,,,,,No verificado externamente,,"Acuña, Luis Alberto. (1947). Refranero colombiano. Editorial Agra."
BIB-L-0127,Libro,"Alba, M. M.",1947,Hombres y dioses cunas. La creación del mundo cuna,Imprenta Nacional,,,,Panamá,,,,,,,,No verificado externamente,,"Alba, M. M.. (1947). Hombres y dioses cunas. La creación del mundo cuna. Imprenta Nacional."
BIB-L-0128,Libro,"Delgado, Camilo S.",1947,Historias y leyendas de Cartagena,ed. Mogollon,,,,Cartagena de Indias,,,,,,,,No verificado externamente,,"Delgado, Camilo S.. (1947). Historias y leyendas de Cartagena. ed. Mogollon."
BIB-L-0129,Libro,"Gutiérrez, Benigno",1947,De todo el maíz,Imprenta Departamental,,,,Medellín,,,,,,,,No verificado externamente,,"Gutiérrez, Benigno. (1947). De todo el maíz. Imprenta Departamental."
BIB-L-0130,Libro,"Pérez Arbeláez, Enrique",1947,Plantas útiles de Colombia,Contraloría General de la República,,,,Bogotá,,,,,,,,No verificado externamente,,"Pérez Arbeláez, Enrique. (1947). Plantas útiles de Colombia. Contraloría General de la República."
BIB-L-0131,Libro,"Moya, Ismael",1948,Didáctica del folclor,El Ateneo,,,,Buenos Aires,,,,,,,,No verificado externamente,,"Moya, Ismael. (1948). Didáctica del folclor. El Ateneo."
BIB-L-0132,Libro,"Rangel Pava, Gnecco",1948,Aires guamalenses,"Editorial Kelly,",,,,Bogotá,,,,,,,,No verificado externamente,,"Rangel Pava, Gnecco. (1948). Aires guamalenses. Editorial Kelly,."
BIB-L-0133,Libro,"Tello, Arturo Hellmund",1948,Leyendas indígenas del Bajo Orinoco.,,,,,Caracas,,,,,,,,No verificado externamente,,"Tello, Arturo Hellmund. (1948). Leyendas indígenas del Bajo Orinoco.."
BIB-L-0134,Libro,"Toledo, Luis Capella",1948,Leyendas históricas,"Editorial Minerva,",,,,Bogotá,,,,,,,,No verificado externamente,,"Toledo, Luis Capella. (1948). Leyendas históricas. Editorial Minerva,."
BIB-L-0135,Libro,"Acuña, Luis Alberto",1949,"Aspectos folklóricos del departamento de Santander; supersticiones, agüeros y ritual funebre, medicine y farmacopea, coplas, adivinanzas, música, vocabulario campesino.",,,,,s.c,,,,,,,,No verificado externamente,,"Acuña, Luis Alberto. (1949). Aspectos folklóricos del departamento de Santander; supersticiones, agüeros y ritual funebre, medicine y farmacopea, coplas, adivinanzas, música, vocabulario campesino.."
BIB-L-0136,Libro,"Ghisletti, Louis",1949,Contribución a una semasiología nosológica,Instituto Caro y Cuervo,,,,Bogotá,,,,,,,,No verificado externamente,,"Ghisletti, Louis. (1949). Contribución a una semasiología nosológica. Instituto Caro y Cuervo."
BIB-L-0137,Libro,"Giacone, Antonio",1949,"Os Tucanos e outras tribus do Río Uaupés, afluente de Negro Amazonas",Imprenta Oficial do Estado,,,,Sao Paulo,,,,,,,,No verificado externamente,,"Giacone, Antonio. (1949). Os Tucanos e outras tribus do Río Uaupés, afluente de Negro Amazonas. Imprenta Oficial do Estado."
BIB-L-0138,Libro,"Hernández de Alba, Gregorio",1949,"Nuestra gente (""Namuy Misag""). Tierra, costumbres y creencias de los indios Guambianos",Universidad del Cauca,,,,Popayán,,,,,,,,No verificado externamente,,"Hernández de Alba, Gregorio. (1949). Nuestra gente (""Namuy Misag""). Tierra, costumbres y creencias de los indios Guambianos. Universidad del Cauca."
BIB-L-0139,Libro,"Medina, Joaquín",1949,Cantas del Valle de Tenza,Ministerio de Educación Nacional,,,,Bogotá,,,,,,,,No verificado externamente,,"Medina, Joaquín. (1949). Cantas del Valle de Tenza. Ministerio de Educación Nacional."
BIB-L-0140,Libro,"Medina, Joaquín R.",1949,Cantas del Valle de Tenza,"[Prensas del Ministerio de Educación],",,,,Bogotá,,,,,,,,No verificado externamente,,"Medina, Joaquín R.. (1949). Cantas del Valle de Tenza. [Prensas del Ministerio de Educación],."
BIB-L-0141,Libro,"Mendoza, M.",1949,Leyendas Sinuanas,Editorial Sinú,,,,Cereté,,,,,,,,No verificado externamente,,"Mendoza, M.. (1949). Leyendas Sinuanas. Editorial Sinú."
BIB-L-0142,Libro,"Mendoza, Manuel. Mendoza",1949,Leyendas sinuanas,"Editora Sinú,",,,,Cereté,,,,,,,,No verificado externamente,,"Mendoza, Manuel. Mendoza. (1949). Leyendas sinuanas. Editora Sinú,."
BIB-L-0143,Libro,"Wassen, Henry",1949,Contribution to Cuna ethnography,"Etnologiska Studier, 16",,,,Gotemburgo,,,,,,,,No verificado externamente,,"Wassen, Henry. (1949). Contribution to Cuna ethnography. Etnologiska Studier, 16."
BIB-L-0144,Libro,"Bejarano, Jorge",1950,La derrota de un vicio,Editorial Iqueima,,,,Bogotá,,,,,,,,No verificado externamente,,"Bejarano, Jorge. (1950). La derrota de un vicio. Editorial Iqueima."
BIB-L-0145,Libro,"Escobar Uribe, Arturo",1950,Mitos de Antioquia,Editorial Minerva,,,,Bogotá,,,,,,,,No verificado externamente,,"Escobar Uribe, Arturo. (1950). Mitos de Antioquia. Editorial Minerva."
BIB-L-0146,Libro,"Gutiérrez, Benigno",1950,Gente maicera: Mosaico de Antioquia la Grande,Bedout,,,,Medellín,,,,,,,,No verificado externamente,,"Gutiérrez, Benigno. (1950). Gente maicera: Mosaico de Antioquia la Grande. Bedout."
BIB-L-0147,Libro,"Gutiérrez, Benigno",1950,Gente maicera,Bedout,,,,Medellín,,,,,,,,No verificado externamente,,"Gutiérrez, Benigno. (1950). Gente maicera. Bedout."
BIB-L-0148,Libro,"Morote, Efraín",1950,Elementos de folclor,Universidad Nacional del Cuzco,,,,Cuzco,,,,,,,,No verificado externamente,,"Morote, Efraín. (1950). Elementos de folclor. Universidad Nacional del Cuzco."
BIB-L-0149,Libro,"Triana, Miguel",1950,Por el sur de Colombia,Imprenta Nacional,,,,Bogotá,,,,,,,,No verificado externamente,,"Triana, Miguel. (1950). Por el sur de Colombia. Imprenta Nacional."
BIB-L-0150,Libro,"Uribe, Arturo Escobar",1950,Mitos de Antioquia,Editorial Minerva,,,,Bogotá,,,,,,,,No verificado externamente,,"Uribe, Arturo Escobar. (1950). Mitos de Antioquia. Editorial Minerva."
BIB-L-0151,Libro,"Ypiranga, Mario",1950,Folclore amazónico,1a serie,,,,Manaos,,,,,,,,No verificado externamente,,"Ypiranga, Mario. (1950). Folclore amazónico. 1a serie."
BIB-L-0152,Libro,"Chacín, Gustavo",1951,Descripción de un velorio de Cruz de Mayo,"Tipografía Principios,",,,,Caracas,,,,,,,,No verificado externamente,,"Chacín, Gustavo. (1951). Descripción de un velorio de Cruz de Mayo. Tipografía Principios,."
BIB-L-0153,Libro,"Ospina, Francisco",1951,Coplas colombianas,Editorial Minerva,,,,Bogotá,,,,,,,,No verificado externamente,,"Ospina, Francisco. (1951). Coplas colombianas. Editorial Minerva."
BIB-L-0154,Libro,"ReichelDolmatoff, Gerardo",1951,Los Kogi: Una tribu de la Sierra Nevada de Santa Marta,Revista del Instituto Etnológico Nacional y Editorial Kelly,,,,Bogotá,,,,,,,,No verificado externamente,,"ReichelDolmatoff, Gerardo. (1951). Los Kogi: Una tribu de la Sierra Nevada de Santa Marta. Revista del Instituto Etnológico Nacional y Editorial Kelly."
BIB-L-0155,Libro,"Rey, José Antonio León",1951,Espíritu de mi oriente : cancionero popular,"Imp. Nacional,",,,,Bogotá,,,,,,,,No verificado externamente,,"Rey, José Antonio León. (1951). Espíritu de mi oriente : cancionero popular. Imp. Nacional,."
BIB-L-0156,Libro,"Me Cullegh, Joe Th. Tesis",1952,"The spanish of Antioquian Oríent, Colombia",University of California,,,,Berkeley,,,,,,,,No verificado externamente,,"Me Cullegh, Joe Th. Tesis. (1952). The spanish of Antioquian Oríent, Colombia. University of California."
BIB-L-0157,Libro,"Núñez, Lucio Pabón",1952,Muestras folklóricas del Norte de Santander,"Ministerio de Educación Nacional,",,,,Bogotá,,,,,,,,No verificado externamente,,"Núñez, Lucio Pabón. (1952). Muestras folklóricas del Norte de Santander. Ministerio de Educación Nacional,."
BIB-L-0158,Libro,"Otero, Jesús María",1952,Etnología caucana,Editorial de la Universidad del Cauca,,,,Popayán,,,,,,,,No verificado externamente,,"Otero, Jesús María. (1952). Etnología caucana. Editorial de la Universidad del Cauca."
BIB-L-0159,Libro,"Pabón Nuñez, Lucio",1952,Muestras folclóricas del Norte de Santander,Editorial Cosmos,,,,Bogotá,,,,,,,,No verificado externamente,,"Pabón Nuñez, Lucio. (1952). Muestras folclóricas del Norte de Santander. Editorial Cosmos."
BIB-L-0160,Libro,"Pereira, Núñez",1952,"Historias e vocabulario dos indios Huitotos. Instituto de Antropología e Etnología de Pará. Publicacao 3,",Instituto de Antropología e Etnología de Pará,,,,Belém,,,,,,,,No verificado externamente,,"Pereira, Núñez. (1952). Historias e vocabulario dos indios Huitotos. Instituto de Antropología e Etnología de Pará. Publicacao 3,. Instituto de Antropología e Etnología de Pará."
BIB-L-0161,Libro,"Pulgar Vidal, Javier",1952,"El curí, cuy, sucuy, cuye, jaca o conejillo de Indias en Colombia",Ministerio de Agricultura,,,,Bogotá,,,,,,,,No verificado externamente,,"Pulgar Vidal, Javier. (1952). El curí, cuy, sucuy, cuye, jaca o conejillo de Indias en Colombia. Ministerio de Agricultura."
BIB-L-0162,Libro,"Sayres, William",1952,Zarzal: The ethnology of a rural colombian community. Thesis,Harvard University,,,,Cambridge,,,,,,,,No verificado externamente,,"Sayres, William. (1952). Zarzal: The ethnology of a rural colombian community. Thesis. Harvard University."
BIB-L-0163,Libro,"Sendoya, Pedro Jose. Ramirez",1952,Refranero comparado del gran tolima.,"Minerva,",,,,Bogotá,,,,,,,,No verificado externamente,,"Sendoya, Pedro Jose. Ramirez. (1952). Refranero comparado del gran tolima.. Minerva,."
BIB-L-0164,Libro,"Sendoya, Pedro José. Ramírez",1952,"Refranero del Gran Tolima. Estudio sobre mil docientos refranes y mil trecientas frases proverbales del Huila y del Tolima, comparados con los refranes del mondo.","Editorial Minerva,",,,,Bogotá,,,,,,,,No verificado externamente,,"Sendoya, Pedro José. Ramírez. (1952). Refranero del Gran Tolima. Estudio sobre mil docientos refranes y mil trecientas frases proverbales del Huila y del Tolima, comparados con los refranes del mondo.. Editorial Minerva,."
BIB-L-0165,Libro,"Suárez, Marco Fidel",1952,Sueños de Luciano Pulgar,Imprenta del Banco de la República,,,,Bogotá,,,,,,,,No verificado externamente,,"Suárez, Marco Fidel. (1952). Sueños de Luciano Pulgar. Imprenta del Banco de la República."
BIB-L-0166,Libro,"Torres, Sixto M.",1952,Leyendas y realidades de San Bernardo del Viento,"[publisher not identified],",,,,"Cartagena, Colombia",,,,,,,,No verificado externamente,,"Torres, Sixto M.. (1952). Leyendas y realidades de San Bernardo del Viento. [publisher not identified],."
BIB-L-0167,Libro,"Alviano, Fidelis",1953,Noticias etnográficas dos indios Ticunas,Miscelánea Padre Castellví,,,,Sibundoy,,,,,,,,No verificado externamente,,"Alviano, Fidelis. (1953). Noticias etnográficas dos indios Ticunas. Miscelánea Padre Castellví."
BIB-L-0168,Libro,"Arbeláez, Enrique Pérez",1953,La cuna del porro : insinuación folklórica del Departamento del Magdalena en Colombia,"Antares,",,,,Bogotá,,,,,,,,No verificado externamente,,"Arbeláez, Enrique Pérez. (1953). La cuna del porro : insinuación folklórica del Departamento del Magdalena en Colombia. Antares,."
BIB-L-0169,Libro,"Duarte, Carlos",1953,"Aspectos técnicos de la vivienda rural en el municipio del Líbano, Tolima",CINVA,,,,Bogotá,,,,,,,,No verificado externamente,,"Duarte, Carlos. (1953). Aspectos técnicos de la vivienda rural en el municipio del Líbano, Tolima. CINVA."
BIB-L-0170,Libro,"Flórez, Luis",1953,Lengua española,Instituto Caro y Cuervo,,,,Bogotá,,,,,,,,No verificado externamente,,"Flórez, Luis. (1953). Lengua española. Instituto Caro y Cuervo."
BIB-L-0171,Libro,"Hernández de Alba, Gregorio",1953,Aspectos guajiros,PAN 4,,,,Bogotá,,,,,,,,No verificado externamente,,"Hernández de Alba, Gregorio. (1953). Aspectos guajiros. PAN 4."
BIB-L-0172,Libro,"León Rey, José Antonio",1953,Espíritu de mi Oriente,Imprenta Nacional,,,,Bogotá,,,,,,,,No verificado externamente,,"León Rey, José Antonio. (1953). Espíritu de mi Oriente. Imprenta Nacional."
